Series Name,Series Code,Country Name,Country Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP (current US$),NY.GDP.MKTP.CD,Estonia,EST,25451032780.7573,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948
GDP (current US$),NY.GDP.MKTP.CD,Eswatini,SWZ,4464726180.76995,4286015248.24891,3909281650.36128,3724180911.37828,4463673661.23006,4644696656.36967,4616996144.90635,4120621324.89015,4785708165.93031,4741163884.9523,4604172127.36299
GDP (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,47648276605.0123,55612228233.5179,64589328550.5953,74296766562.127,81770885148.0574,84269180856.9147,95912620248.0592,107657732424.155,111261888668.864,126772707851.339,..
GDP (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,2690110520.92548,2914012679.27277,2573905971.05459,2813278868.78208,2980057377.87967,3188600927.46688,3266432734.22819,3271813311.5831,3664686796.62669,3566698397.6602,3907323961.33964
GDP (current US$),NY.GDP.MKTP.CD,Fiji,FJI,4189967998.51424,4857104768.86844,4682479893.97558,4930213644.36653,5353469174.47838,5581425327.44397,5444407198.13478,4432466219.87685,4305031649.74189,4969503549.32096,5442046552.96928
GDP (current US$),NY.GDP.MKTP.CD,Finland,FIN,270268036626.275,273478528954.901,233210733506.25,238777818792.608,253846138440,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280253099309.34,294950618733.339
GDP (current US$),NY.GDP.MKTP.CD,France,FRA,2816077607875.26,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76
GDP (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,6031827122.60663,6151996560.84289,5325846361.81186,5497036476.8031,5833352692.7995,6135116253.33452,6022276196.13871,5574821989.38239,6150640646.38319,5814661208.90544,6402221222.32749
GDP (current US$),NY.GDP.MKTP.CD,Gabon,GAB,17595744798.3398,18203966895.8433,14383107762.6952,14023890265.3665,14929487485.1623,16867326401.9626,16874405465.391,15342236163.9943,19444935097.2333,20440655695.229,20055720403.471
GDP (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,1375609453.43746,1229461721.40861,1378176608.93204,1484578885.97132,1504909462.69521,1670671327.81651,1813609692.49994,1812170891.19069,2014158842.14596,2204734527.12734,2396111020.8801
GDP (current US$),NY.GDP.MKTP.CD,Georgia,GEO,17517660143.6859,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833600.6515
GDP (current US$),NY.GDP.MKTP.CD,Germany,DEU,3808086291482.36,3965800686309.79,3423568450957.03,3537784107980.55,3763092263752.95,4052008447223.53,3957208055215.68,3940142541354.1,4348297440387.53,4163596357879.39,4525703903627.53
GDP (current US$),NY.GDP.MKTP.CD,Ghana,GHA,62845721959.827,54678533805.9064,49436806230.4839,56144179397.8516,60385409434.8567,67259353965.6087,68352629246.1555,70008243859.8666,79514204730.3979,73919003209.9866,80547146878.3843
GDP (current US$),NY.GDP.MKTP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Greece,GRC,236556279640.705,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,243498333237.802
GDP (current US$),NY.GDP.MKTP.CD,Greenland,GRL,2684946990.12448,2842065708.35962,2499113022.81675,2707139544.46695,2851613679.03433,3055782146.15957,2997309971.87623,3089625554.40473,3293578467.57327,3152334771.77992,3326544174.37945
GDP (current US$),NY.GDP.MKTP.CD,Grenada,GRD,842618518.518518,911496296.296296,997007407.407407,1061640740.74074,1125685185.18519,1166514814.81481,1213485185.18519,1043411111.11111,1122800000,1231732103.7037,1323985600
GDP (current US$),NY.GDP.MKTP.CD,Guam,GUM,5399000000,5610000000,5799000000,5901000000,6013000000,6051000000,6355000000,5916000000,6234000000,6910000000,..
GDP (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,52996446180.3474,57852152955.039,62186064757.9334,66053403363.7384,71653754107.104,73328365862.4329,77172317258.6478,77719464220.73,86455519686.8841,95641441234.943,104368413483.146
GDP (current US$),NY.GDP.MKTP.CD,Guinea,GIN,8376613539.28278,8778473372.82124,8794201742.84609,8595955222.49719,10324668271.1362,11857030366.7891,13442861496.4454,14088693742.9464,17069115737.8259,19910452541.9219,22407615556.0571
GDP (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1109682824.13594,1135250721.0374,1152384166.79638,1245074264.10396,1469978606.12143,1554133593.91699,1588767975.59018,1683619351.72486,1878659686.58993,1839048747.87671,2077816134.67419
GDP (current US$),NY.GDP.MKTP.CD,Guyana,GUY,4167800928.83553,4127660151.8087,4279840193.7046,4482697336.56174,4748174334.14044,4787636997.85343,5173760191.84652,5471256594.72422,8041362110.31175,14718388489.2086,16918503597.1223
GDP (current US$),NY.GDP.MKTP.CD,Haiti,HTI,14902488604.2421,15146883497.6331,14849629308.6025,14069277526.2278,15093357161.1498,16403864617.8458,15016090929.5125,14508222518.3018,20877414952.6375,20253551920.5516,19850585722.3241
GDP (current US$),NY.GDP.MKTP.CD,Honduras,HND,18499729214.904,19756533971.8698,20979791685.416,21717604952.1835,23136247990.5977,24067750760.499,24882225741.8119,23352232483.755,28144331506.6149,31426041806.7985,34355805527.9795
GDP (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,275696879834.966,291459995978.893,309385622601.348,320860317562.562,341273289534.466,361731070995.726,363074545072.389,344943149590.058,368954169748.818,358679533984.718,381066399066.208
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,135646053778.582,141128696412.321,125244126623.289,128983560865.293,143335098991.862,161184691013.835,164936682033.992,158468487754.196,183282685440.486,177536698164.902,214022571311.24
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952,21629953194.0659,25770339317.3897,28696453180.1657,31452223861.9091
GDP (current US$),NY.GDP.MKTP.CD,India,IND,1856721507621.58,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3346107287730.93,3638489096033.86
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,912524136718.018,890814755533.537,860854232686.214,931877364037.698,1015618744159.73,1042271532988.63,1119099871350.2,1059054842698.48,1186509691086.73,1319101183380.15,1371169301563.62
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,500399839839.877,462284793280.825,409191686496.677,459042684192.698,489168731811.147,398880231367.268,333519146339.191,262186179355.944,383436202446.695,394362621793.035,404625655076.275
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,234637675128.645,228415656174.957,166774104959.102,166743557747.671,187217660050.676,227367469034.031,233636097800.338,180898797516.874,209691945713.103,287372232137.931,268881051643.549
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,243301556084.989,266787238499.03,302391428540.035,305733136180.907,348532394023.595,395461216460.418,407124824064.995,436555518400.451,531306516907.984,548570250341.987,551394889339.778
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,7001175622.71266,7708454412.32126,7084800892.22284,6846377563.00683,6979788333.50279,7491649455.92717,7314967866.28289,6684225641.02564,7931193222.06405,7431257410.92713,..
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,298478070673.058,315017088116.716,303469434072.296,321940971558.016,358451839052.991,376299083108.497,400645216358.857,410768352657.612,489851549972.347,525181008025.57,512184638998.974
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2153225581941.46,2173255507985.84,1845428048839.1,1887111188176.93,1970720904584.71,2099435266458.67,2019606796583.53,1907481094079.23,2179207773596.09,2104067630319.46,2304605139862.79
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,14264205152.6126,13899217679.9219,14188936918.0036,14077096676.6213,14808985132.7722,15730792876.2656,15830766531.1474,13812421835.7369,14657586159.4316,17097760686.7775,19423355367.2372
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5054068005376.28,5039148168861.22,4262463317796.53,4213167237905.83
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,34454440140.8451,36847643521.1268,38587017887.3239,39892551126.7606,41608435915.493,43370860704.2254,44503006338.0282,43700383098.5916,46296100140.8451,48764963380.2817,51088476338.0282
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,236634603409.089,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,261840101059.923
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,61671440407.8387,68285796514.2896,70120446896.8359,74815144163.8931,82036510877.2599,92202979985.2863,100378436207.371,100657505750.545,109703658904.994,114448978152.637,108038588970.595
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,201730860.757856,200287281.98074,191559398.688293,206467818.503227,222875736.343445,233514717.441266,216985388.322754,220897998.732518,285259893.983064,270040456.961045,288610732.190775
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1370632955321.2,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,6735328609.6594,7074394734.88431,6295848422.71573,6682677289.98994,7180764703.35718,7878759714.82322,7899737577.47286,7717145217.81247,9413403724.01899,9354903061.8898,10468220306.907
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,174168116687.215,162650450784.686,114585555830.916,109406674087.947,120687539675.517,138646316321.596,140856394870.02,111045470461.207,148350671614.185,183502046669.15,165384407267.056
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,7335033800.59056,7468102412.68237,6678177511.66313,6813095379.1187,7702938379.42036,8271106235.41552,9371275264.36735,8270468614.24051,9249133946.26531,12134931017.9465,15180842369.4894
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,11983252626.5452,13279245886.3854,14426380125.6488,15912501722.6143,17071155481.4994,18141641089.7963,18740561512.5555,18981805250.2424,18827148530.9347,15468785203.7532,15843155731.2552
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,29152128167.8438,30277203767.4058,26344565876.8902,27117105059.5075,29391059767.4259,33247935477.3576,33099503950.847,33379927434.6149,38183326784.9335,38014713595.7686,42572151720.138
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,46880103080.597,48095213746.6003,49929337836.8159,51147308774.1294,53027680685.9038,54901519155.5556,51605959131.2741,31712128253.7961,23131941556.7843,20992421948.8081,20078620356.9931
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2367112931.642,2441063054.05792,2359686724.53829,2114426452.2019,2306741672.29006,2556247291.99785,2390702295.82777,2053699870.07191,2412130021.64641,2354980884.15271,2117962430.3041
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3176126300,3513049500,4001047000,4390000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,75351107029.0605,57372355592.022,48717501321.3052,49912073701.298,67157452181.7738,76686029772.1483,69254496471.6938,46854285440.642,35217995647.2862,43246297921.8499,45096462972.4014
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,6391708310.67727,6657526979.72277,6268515276.17441,6237302033.50132,6474308717.85289,6692620691.84146,6436467007.11932,6405870210.32293,7912602342.18895,7378156576.2354,8287748667.20832
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,46303660422.0434,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,65203276466.9763,68804811897.6445,60071584216.1375,62216885435.9488,65712180342.9836,71085623495.1145,69872035113.6469,73670782100.3909,86386759695.1653,80801680397.0139,87574021091.7525
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,51536595089.2793,54902831793.5018,45048190598.3249,45070808688.9611,50383871120.8733,55190661339.7796,55082293844.1008,25343525935.8358,30969334705.0515,24999113475.8368,45803067940.4072
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,12423555455.3853,12522957399.2281,11323020701.3017,11848613858.442,13176313593.5509,13760033282.2925,14104664678.5063,13051441203.9474,14354731964.331,15325603272.6073,15869945477.855
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,8031571927.62055,8801326169.14547,9219474379.31534,7909868618.46366,8943543793.5839,9879231591.52434,11051865579.8121,11769313597.8545,12378129750.9872,12429060150.742,12712150082.0792
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,323276235524.415,338066095097.254,301355266964.947,301256033870.334,319109094160.343,358788845712.53,365177721021.516,337456163961.211,373784823672.946,407605841348.235,399705137434.074
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,3295009237.50107,3697353039.20043,4129505319.12921,4409942623.85538,4816426256.52914,5404344162.69888,5726094799.37709,3712604583.36665,5252457369.55218,6177118113.94637,6590894301.9579
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,15769357572.5419,16943434590.8343,15583181170.4105,16743796799.8329,18308362040.0521,20368015381.2413,20477421884.5414,20698560938.7775,22999245262.6719,22374051349.9445,24621545564.8753
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,10796782633.5257,11888032861.804,11340795032.9304,12025782885.2772,14161366732.7153,16153779511.1559,16337793530.7788,16409900599.1964,19723563354.6779,19239187083.5194,22210718401.0207
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,186400000,186000000,183700000,201800000,213700000,220000000,232900000,241800000,258900000,253400000,259300000
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,7223071097.08417,6592537781.81518,6166863896.68677,6398747592.13185,6800135898.28827,7473550557.07378,7894764885.82312,8260752385.23089,9222536364.01272,9557966698.25369,10651709314.1644
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,12292974141.4044,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12907767789.5967,14101195732.6741
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1327436290439.27,1364507717764.6,1213294467779.98,1112233497452.7,1190721475906,1256300182775.8,1304106203902.45,1121064767401.51,1316569466735.28,1466464899303.68,1793798859343.27
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,317214400,319271200,316489900,325000000,359000000,392000000,394000000,372902690.041619,391601946.963072,415956896.458884,443916782.295594
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,9496717875.51932,9402090137.7423,7797667196.73087,7980917075.7748,9514404016.20949,11252353420.8798,11736797054.6965,11530746234.4492,13691869264.0794,14525337523.7271,16711906746.2133
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,6555591709.88585,7070017323.65476,6264756528.37691,6471290793.55029,6430254652.58934,7184333936.01355,7383496254.23721,6730736282.78961,8623242743.29564,8800430486.17137,9995350547.12166
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,12582122604.2577,12226514668.0622,11619892590.6941,11181350649.3573,11480847740.736,13178094720.4986,14206359017.5143,13312981429.0891,15286441737.6686,17146471713.748,20325121393.9074
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,4465772400.37453,4593853290.963,4054730077.57718,4376930578.32395,4856599480.79882,5506942238.35668,5542054181.12616,4769996866.00758,5861427505.12493,6229801580.79157,7530593375.22034
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,115739287305.08,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,17198073057.1981,17978246586.0662,16208985769.615,12069051237.1711,13264640645.7768,15017358952.8452,15512759046.672,14235420174.1884,16168055475.4449,18883528581.3734,20954220983.5473
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,60269732854.827,65531374199.6663,59607290407.6191,63298361996.2153,66053040483.0016,67860515989.517,75065106227.6892,79006113643.1906,66345291160.1683,62253049891.6449,66757619000
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12043307277.1235,12435430969.6301,11335161083.5061,10722018732.0936,12895153370.9132,13682019076.4022,12541928303.48,10583748541.5258,12402486183.6396,12569449123.3661,12408271447.8691
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,94385014.9425842,98752257.0453222,84383388.6448573,97276023.0784346,108862278.516511,130937589.753517,124871111.377973,124530027.301054,175513984.500084,152190818.868952,151455967.735319
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,22162204924.5726,22731612922.1906,24360801286.7638,24524109483.5293,28971588940.364,33111525237.149,34186180699.0255,33433659301.2466,36924841394.2605,41182939600.6209,41047772331.0994
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,883951539006.669,901556501756.467,775743675302.734,797163949289.885,848233537845.884,929733599796.862,928903005576.469,932560861701.17,1054472123449.6,1046540797548.64,1154361305398.06
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,10151382933.1594,10635035594.7528,8738203074.3957,8724568954.89799,9174048681.98577,9896402283.68587,9475655324.59495,9454629467.91408,10071349663.8484,9623318718.31459,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,191012364176.878,201518402787.38,178224167087.99,189100085275.23,206745969246.073,211985631173.205,213006341101.869,213029554653.687,253977931814.967,249509991440.438,255194972673.122
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,10982988249.2103,11880438824.4494,12756696261.0676,13286093388.4752,13785893007.4769,13025221974.232,12699023614.245,12726422432.4868,14209020361.8508,15634572502.2294,17805842283.8725
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,10224897437.8648,10862943543.5419,9683867926.44282,10398861981.7583,11185104251.6943,12837307496.8821,12889555561.2299,13744653103.058,14915002436.069,15433852714.4935,16698786973.0228
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,520117180313.906,574183763411.508,493026682800.63,404649125252.16,375745731053.427,421739251509.08,474517490844.461,432198898467.795,440833635873.827,477403400101.174,363846332834.618
GDP (current US$),NY.GDP.MKTP.CD,North Macedonia,MKD,10817702346.0674,11362265252.778,10064519962.5655,10672467073.2873,11307067069.6658,12683068114.2388,12606338448.547,12361036913.8409,14000283827.0154,13932436550.0883,15763604287.9867
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,772000000,832000000,910000000,1230000000,1560000000,1301000000,1179000000,866000000,914000000,1096000000,..
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,503367986030.268,596297651035.798,482949731776.587
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,109852795838.752,105895708712.614
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,258657231672.412,271390474857.632,299963590534.773,313630000130.435,339205534861.1,356128166704.921,320909472770.669,300425609817.981,348516647445.148,374890295666.694,337885531778.052
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,225345700,243156500,278824800,298323500,285600000,288546300,281941600,258990800,235752900,255591100,281849100
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,46949496500,51427104900,55767806100,59760858700,64327688800,67316471200,69778991200,57059846500,67396392500,76276116700,83318176900
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,21261338064.8783,23210823987.308,21723437010.0982,20758876952.6232,22742699138.356,24109780708.0268,24750626029.8777,23848447849.6081,26109413521.3117,31653185952.609,30816367066.9594
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,38501122141.4241,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.088,43118053174.5413
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,201175543571.392,200786250582.943,189802976285.619,191898104390.379,211007984080.911,222597009739.235,228346006003.648,201409694755.934,226328766459.634,246065570308.155,266958720837.988
